,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
79,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
80,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
81,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
82,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
83,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
84,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
85,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
86,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
87,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
88,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
89,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
90,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
91,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
92,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
93,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
94,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
95,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
96,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
97,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
98,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
99,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
100,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
101,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
102,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
103,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
104,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
105,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
106,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
107,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
108,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
109,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
110,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
111,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
112,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
113,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
114,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
