Time,Avenatti,Biden,Bloomberg,Booker,Brown,Buttigieg,Castro,Clinton,Cruz,Cuban,Cuomo,DJohnson,Gabbard,Gillibrand,Gowdy,Harris,I_Trump,Kaine,Kasich,Klobuchar,ORourke,Obama,Other,Pence,Rubio,Ryan,Sanders,Trump,Warren,Winfrey,Yang,Zuckerberg
2019-04-01 10:19:00.037861,0.1,6.4,0.1,1,0.1,5.3,0.3,0.7,0.1,0.1,0.4,0.4,1.1,0.8,0.1,12.2,0.1,0.1,0.2,1.2,7.8,0.3,3.7,0.7,0.1,0.2,12.5,38.8,2,0.3,2.5,0.1
2019-04-01 11:07:36.917546,0.1,6.4,0.1,1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.1,0.8,0.1,12.2,0.1,0.1,0.2,1.2,7.8,0.3,3.4,0.7,0.1,0.2,12.5,38.8,2,0.3,2.5,0.1
2019-04-01 11:27:27.655720,0.1,6.4,0.1,1,0.1,5.5,0.3,0.7,0.1,0.1,0.4,0.4,1.1,0.8,0.1,12.2,0.1,0.1,0.2,1.2,7.8,0.3,3.5,0.7,0.1,0.2,12.5,38.8,2,0.3,2.5,0.1
2019-04-01 11:39:48.684153,0.1,6.3,0.1,1,0.1,5.5,0.3,0.7,0.1,0.1,0.4,0.4,1.1,0.8,0.1,12.2,0.1,0.1,0.2,1.2,7.8,0.3,3.6,0.7,0.1,0.2,12.5,38.8,2,0.3,2.5,0.1
2019-04-01 13:49:51.780688,0.1,6.3,0.1,1.1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.2,0.8,0.1,12.1,0.1,0.1,0.2,1.2,7.8,0.3,3.6,0.7,0.1,0.2,12.3,38.9,2,0.3,2.5,0.1
2019-04-01 13:51:58.781199,0.1,6.3,0.1,1.1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.2,0.8,0.1,12.1,0.1,0.1,0.2,1.2,7.8,0.3,3.6,0.7,0.1,0.2,12.3,38.9,2,0.3,2.5,0.1
2019-04-01 14:09:19.963272,0.1,6.4,0.1,1.1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.2,0.8,0.1,12.1,0.1,0.1,0.2,1.2,7.8,0.3,3.4,0.7,0.1,0.2,12.3,38.9,2,0.3,2.5,0.1
2019-04-01 14:35:53.075161,0.1,6.4,0.1,1.1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.2,0.8,0.1,11.9,0.1,0.1,0.2,1.2,7.8,0.3,3.6,0.7,0.1,0.2,12.3,38.9,2,0.3,2.5,0.1
2019-04-01 14:43:44.992243,0.1,6.4,0.1,1.1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.2,0.8,0.1,11.9,0.1,0.1,0.2,1.2,7.8,0.3,3.6,0.7,0.1,0.2,12.3,38.9,2,0.3,2.5,0.1
2019-04-01 17:07:06.800350,0.1,6.3,0.1,1.1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.2,0.8,0.1,11.9,0.1,0.1,0.2,1.2,8.0,0.3,4.0,0.5,0.1,0.2,12.2,38.6,2.0,0.3,2.7,0.1
2019-04-01 17:20:04.650220,0.1,6.8,0.1,1.1,0.1,5.6,0.3,0.7,0.1,0.1,0.4,0.4,1.2,0.8,0.1,11.8,0.1,0.1,0.2,1.2,7.8,0.3,3.8,0.5,0.1,0.2,12.2,38.6,2.0,0.3,2.7,0.1
2019-04-01 18:41:22.992206,0.1,6.7,0.1,1.1,0.1,5.9,0.3,0.7,0.1,0.1,0.4,0.4,1.3,0.8,0.1,11.8,0.1,0.1,0.2,1.2,7.7,0.3,3.7,0.5,0.1,0.2,12.2,38.6,2.0,0.3,2.7,0.1
2019-04-01 18:43:37.661606,0.1,6.7,0.1,1.1,0.1,5.9,0.3,0.7,0.1,0.1,0.4,0.4,1.3,0.8,0.1,11.8,0.1,0.1,0.2,1.2,7.7,0.3,3.7,0.5,0.1,0.2,12.2,38.6,2.0,0.3,2.7,0.1
2019-04-01 18:45:59.547098,0.1,6.7,0.1,1.1,0.1,5.9,0.3,0.7,0.1,0.1,0.4,0.4,1.3,0.8,0.1,11.8,0.1,0.1,0.2,1.2,7.7,0.3,3.7,0.5,0.1,0.2,12.2,38.6,2.0,0.3,2.7,0.1
