Time,Count,Goal,Pcnt,Q
2019-08-05 15:38:30.625569,1959072,3500000,0.559734857142857,3
2019-08-05 16:33:42.325542,1959125,3500000,0.55975,3
2019-08-05 22:36:33.851913,1971806,3500000,0.563373142857143,3
2019-08-06 11:41:42.379482,2047931,3500000,0.585123142857143,3
2019-08-06 11:52:41.707341,2068944,3500000,0.591126857142857,3
2019-08-06 11:54:43.191614,2068944,3500000,0.591126857142857,3
2019-08-06 12:34:13.977594,2084369,3500000,0.595534,3
2019-08-06 14:14:37.720558,2093593,3500000,0.598169428571429,3
2019-08-06 16:12:48.463260,2105752,3500000,0.601643428571429,3
2019-08-07 16:44:01.408537,2164153,3500000,0.618329428571429,3
2019-08-08 09:47:29.671895,2222712,3500000,0.635060571428571,3
2019-08-08 14:28:49.072058,2276147,3500000,0.650327714285714,3
2019-08-08 15:53:18.363267,2320771,3500000,0.663077428571429,3
2019-08-08 20:44:43.047572,2421423,3500000,0.691835142857143,3
2019-08-08 22:18:40.592481,2442283,3500000,0.697795142857143,3
2019-08-09 10:29:07.289897,2601118,3500000,0.743176571428571,3
2019-08-09 11:27:14.575937,2609769,3500000,0.745648285714286,3
2019-08-09 12:00:20.322249,2614242,3500000,0.746926285714286,3
2019-08-09 14:51:49.900613,2649233,3500000,0.756923714285714,3
2019-08-09 16:12:13.860106,2664360,3500000,0.761245714285714,3
2019-08-12 22:31:58.228740,2915937,3500000,0.8331248571428571
2019-08-13 08:18:59.572297,2928365,3500000,0.8366757142857143
2019-08-14 10:11:55.555979,3054411,3500000,0.8726888571428572
2019-08-14 21:46:28.891016,3079766,3500000,0.8799331428571429
2019-08-14 23:31:39.899408,3081688,3500000,0.8804822857142857
