Date,Daily Followed Users,Daily Followers Gained,Daily Tweets Posted,Name,Total Followed Users,Total Follower Count,Total Tweets Posted
2018-02-14,4,113,19,AndrewYang,759,6472,1630
2018-02-15,1,43,10,AndrewYang,760,6515,1640
2018-02-16,1,35,3,AndrewYang,761,6550,1643
2018-02-17,1,47,10,AndrewYang,762,6597,1653
2018-02-18,2,89,8,AndrewYang,764,6686,1661
2018-02-19,0,17,4,AndrewYang,764,6703,1665
2018-02-20,0,11,4,AndrewYang,764,6714,1669
2018-02-21,0,17,4,AndrewYang,764,6731,1673
2018-02-22,1,13,3,AndrewYang,765,6744,1676
2018-02-23,0,11,1,AndrewYang,765,6755,1677
2018-02-24,2,24,4,AndrewYang,767,6779,1681
2018-02-25,1,6,2,AndrewYang,768,6785,1683
2018-02-26,0,11,1,AndrewYang,768,6796,1684
2018-02-27,0,4,0,AndrewYang,768,6800,1684
2018-02-28,1,17,5,AndrewYang,769,6817,1689
2018-03-01,1,23,8,AndrewYang,770,6840,1697
2018-03-02,2,43,11,AndrewYang,772,6883,1708
2018-03-03,1,15,8,AndrewYang,773,6898,1716
2018-03-04,0,8,10,AndrewYang,773,6906,1726
2018-03-05,0,6,2,AndrewYang,773,6912,1728
2018-03-06,2,12,7,AndrewYang,775,6924,1735
2018-03-07,0,48,7,AndrewYang,775,6972,1742
2018-03-08,1,86,3,AndrewYang,776,7058,1745
2018-03-09,3,57,6,AndrewYang,779,7115,1751
2018-03-10,1,23,2,AndrewYang,780,7138,1753
2018-03-11,0,18,3,AndrewYang,780,7156,1756
2018-03-12,1,17,2,AndrewYang,781,7173,1758
2018-03-13,-1,16,6,AndrewYang,780,7189,1764
2018-03-14,0,25,0,AndrewYang,780,7214,1764
2018-03-15,0,26,6,AndrewYang,780,7240,1770
2018-03-16,0,25,1,AndrewYang,780,7265,1771
2018-03-17,0,33,8,AndrewYang,780,7298,1779
2018-03-18,0,20,1,AndrewYang,780,7318,1780
2018-03-19,4,98,13,AndrewYang,784,7416,1793
2018-03-20,0,117,7,AndrewYang,784,7533,1800
2018-03-21,1,22,9,AndrewYang,785,7555,1809
2018-03-22,0,11,5,AndrewYang,785,7566,1814
2018-03-23,1,16,1,AndrewYang,786,7582,1815
2018-03-24,1,29,5,AndrewYang,787,7611,1820
2018-03-25,0,12,6,AndrewYang,787,7623,1826
2018-03-26,3,25,3,AndrewYang,790,7648,1829
2018-03-27,0,163,2,AndrewYang,790,7811,1831
2018-03-28,0,27,6,AndrewYang,790,7838,1837
2018-03-29,1,23,9,AndrewYang,791,7861,1846
2018-03-30,2,56,8,AndrewYang,793,7917,1854
2018-03-31,1,103,2,AndrewYang,794,8020,1856
2018-04-01,1,30,4,AndrewYang,795,8050,1860
2018-04-02,0,35,1,AndrewYang,795,8085,1861
2018-04-03,0,84,12,AndrewYang,795,8169,1873
2018-04-04,2,71,15,AndrewYang,797,8240,1888
2018-04-05,1,30,10,AndrewYang,798,8270,1898
2018-04-06,0,26,6,AndrewYang,798,8296,1904
2018-04-07,1,8,7,AndrewYang,799,8304,1911
2018-04-08,1,38,11,AndrewYang,800,8342,1922
2018-04-09,0,28,1,AndrewYang,800,8370,1923
2018-04-10,0,7,1,AndrewYang,800,8377,1924
2018-04-11,3,3,4,AndrewYang,803,8380,1928
2018-04-12,0,144,3,AndrewYang,803,8524,1931
2018-04-13,1,140,15,AndrewYang,804,8664,1946
2018-04-14,2,72,3,AndrewYang,806,8736,1949
2018-04-15,3,46,1,AndrewYang,809,8782,1950
2018-04-16,0,48,1,AndrewYang,809,8830,1951
2018-04-17,1,37,2,AndrewYang,810,8867,1953
2018-04-18,3,61,7,AndrewYang,813,8928,1960
2018-04-19,0,27,5,AndrewYang,813,8955,1965
2018-04-20,4,92,17,AndrewYang,817,9047,1982
2018-04-21,0,23,6,AndrewYang,817,9070,1988
2018-04-22,0,24,0,AndrewYang,817,9094,1988
2018-04-23,1,35,7,AndrewYang,818,9129,1995
2018-04-24,0,85,2,AndrewYang,818,9214,1997
2018-04-25,1,149,13,AndrewYang,819,9363,2010
2018-04-27,3,71,11,AndrewYang,822,9434,2021
2018-04-28,1,44,4,AndrewYang,823,9478,2025
2018-04-29,2,34,7,AndrewYang,825,9512,2032
2018-04-30,1,39,6,AndrewYang,826,9551,2038
2018-05-01,1,50,10,AndrewYang,827,9601,2048
2018-05-02,4,33,18,AndrewYang,831,9634,2066
2018-05-03,0,33,2,AndrewYang,831,9667,2068
2018-05-04,1,11,3,AndrewYang,832,9678,2071
2018-05-05,1,7,1,AndrewYang,833,9685,2072
2018-05-06,0,16,4,AndrewYang,833,9701,2076
2018-05-07,2,17,6,AndrewYang,835,9718,2082
2018-05-08,1,29,5,AndrewYang,836,9747,2087
2018-05-09,0,8,2,AndrewYang,836,9755,2089
2018-05-11,0,20,7,AndrewYang,836,9775,2096
2018-05-12,112,29,6,AndrewYang,948,9804,2102
2018-05-13,-88,82,5,AndrewYang,860,9886,2107
2018-05-14,-172,33,6,AndrewYang,688,9919,2113
2018-05-15,185,74,11,AndrewYang,873,9993,2124
2018-05-16,17,27,5,AndrewYang,890,10020,2129
2018-05-17,16,42,6,AndrewYang,906,10062,2135
2018-05-18,53,35,3,AndrewYang,959,10097,2138
2018-05-19,11,12,0,AndrewYang,970,10109,2138
2018-05-20,-118,35,1,AndrewYang,852,10144,2139
2018-05-21,210,69,11,AndrewYang,1062,10213,2150
2018-05-22,-31,21,6,AndrewYang,1031,10234,2156
2018-05-23,-17,30,9,AndrewYang,1014,10264,2165
2018-05-24,-3,11,5,AndrewYang,1011,10275,2170
2018-05-25,-62,53,5,AndrewYang,949,10328,2175
2018-05-26,-166,14,8,AndrewYang,783,10342,2183
2018-05-27,0,8,3,AndrewYang,783,10350,2186
2018-05-28,0,8,10,AndrewYang,783,10358,2196
2018-05-29,0,7,5,AndrewYang,783,10365,2201
2018-05-30,275,33,6,AndrewYang,1058,10398,2207
2018-05-31,6,18,12,AndrewYang,1064,10416,2219
2018-06-01,1,19,6,AndrewYang,1065,10435,2225
2018-06-02,9,117,10,AndrewYang,1074,10552,2235
2018-06-03,1,18,3,AndrewYang,1075,10570,2238
2018-06-04,-30,41,11,AndrewYang,1045,10611,2249
2018-06-05,13,29,8,AndrewYang,1058,10640,2257
2018-06-06,0,4,0,AndrewYang,1058,10644,2257
2018-06-07,7,72,14,AndrewYang,1065,10716,2271
2018-06-08,6,35,6,AndrewYang,1071,10751,2277
2018-06-09,0,28,7,AndrewYang,1071,10779,2284
2018-06-10,3,25,13,AndrewYang,1074,10804,2297
2018-06-11,6,35,9,AndrewYang,1080,10839,2306
2018-06-12,4,35,14,AndrewYang,1084,10874,2320
2018-06-13,1,31,7,AndrewYang,1085,10905,2327
2018-06-14,-244,66,15,AndrewYang,841,10971,2342
2018-06-15,2,52,14,AndrewYang,843,11023,2356
2018-06-16,2,17,2,AndrewYang,845,11040,2358
2018-06-17,1,16,5,AndrewYang,846,11056,2363
2018-06-18,3,22,5,AndrewYang,849,11078,2368
2018-06-19,8,1325,42,AndrewYang,857,12403,2410
2018-06-20,7,621,23,AndrewYang,864,13024,2433
2018-06-21,0,175,3,AndrewYang,864,13199,2436
2018-06-22,1,362,14,AndrewYang,865,13561,2450
2018-06-23,10,539,28,AndrewYang,875,14100,2478
2018-06-24,7,194,11,AndrewYang,882,14294,2489
2018-06-25,4,250,6,AndrewYang,886,14544,2495
2018-06-26,8,187,16,AndrewYang,894,14731,2511
2018-06-27,8,141,17,AndrewYang,902,14872,2528
2018-06-28,0,47,12,AndrewYang,902,14919,2540
2018-06-29,2,195,26,AndrewYang,904,15114,2566
2018-06-30,12,171,27,AndrewYang,916,15285,2593
2018-07-01,7,120,15,AndrewYang,923,15405,2608
2018-07-02,0,134,10,AndrewYang,923,15539,2618
2018-07-03,5,99,35,AndrewYang,928,15638,2653
2018-07-04,3,116,9,AndrewYang,931,15754,2662
2018-07-05,4,93,8,AndrewYang,935,15847,2670
2018-07-06,0,110,11,AndrewYang,935,15957,2681
2018-07-07,2,64,11,AndrewYang,937,16021,2692
2018-07-08,2,34,7,AndrewYang,939,16055,2699
2018-07-09,2,108,15,AndrewYang,941,16163,2714
2018-07-10,23,72,14,AndrewYang,964,16235,2728
2018-07-11,69,73,12,AndrewYang,1033,16308,2740
2018-07-12,41,55,10,AndrewYang,1074,16363,2750
2018-07-13,73,107,9,AndrewYang,1147,16470,2759
2018-07-14,47,53,4,AndrewYang,1194,16523,2763
2018-07-15,19,64,9,AndrewYang,1213,16587,2772
2018-07-16,110,72,3,AndrewYang,1323,16659,2775
2018-07-17,45,73,8,AndrewYang,1368,16732,2783
2018-07-18,48,41,4,AndrewYang,1416,16773,2787
2018-07-19,54,63,6,AndrewYang,1470,16836,2793
2018-07-20,63,80,8,AndrewYang,1533,16916,2801
2018-07-21,33,48,12,AndrewYang,1566,16964,2813
2018-07-22,48,52,3,AndrewYang,1614,17016,2816
2018-07-23,56,73,4,AndrewYang,1670,17089,2820
2018-07-24,63,106,17,AndrewYang,1733,17195,2837
2018-07-25,44,165,9,AndrewYang,1777,17360,2846
2018-07-26,53,111,10,AndrewYang,1830,17471,2856
2018-07-27,31,71,13,AndrewYang,1861,17542,2869
2018-07-28,22,72,5,AndrewYang,1883,17614,2874
2018-07-29,51,57,9,AndrewYang,1934,17671,2883
2018-07-30,53,53,2,AndrewYang,1987,17724,2885
2018-07-31,54,64,18,AndrewYang,2041,17788,2903
2018-08-01,61,44,15,AndrewYang,2102,17832,2918
2018-08-02,43,36,5,AndrewYang,2145,17868,2923
2018-08-03,42,36,8,AndrewYang,2187,17904,2931
2018-08-04,1,27,4,AndrewYang,2188,17931,2935
2018-08-05,17,47,8,AndrewYang,2205,17978,2943
2018-08-06,20,43,8,AndrewYang,2225,18021,2951
2018-08-07,64,55,2,AndrewYang,2289,18076,2953
2018-08-08,44,72,8,AndrewYang,2333,18148,2961
2018-08-09,1,24,14,AndrewYang,2334,18172,2975
2018-08-10,25,59,12,AndrewYang,2359,18231,2987
2018-08-11,2,67,11,AndrewYang,2361,18298,2998
2018-08-12,36,36,9,AndrewYang,2397,18334,3007
2018-08-13,63,22,15,AndrewYang,2460,18356,3022
2018-08-14,37,32,7,AndrewYang,2497,18388,3029
2018-08-15,18,42,4,AndrewYang,2515,18430,3033
2018-08-16,36,4,8,AndrewYang,2551,18434,3041
2018-08-17,34,47,8,AndrewYang,2585,18481,3049
2018-08-18,29,21,9,AndrewYang,2614,18502,3058
2018-08-19,4,64,7,AndrewYang,2618,18566,3065
2018-08-20,5,153,13,AndrewYang,2623,18719,3078
2018-08-21,9,113,32,AndrewYang,2632,18832,3110
2018-08-22,1,76,11,AndrewYang,2633,18908,3121
2018-08-23,8,103,17,AndrewYang,2641,19011,3138
2018-08-24,3,34,8,AndrewYang,2644,19045,3146
2018-08-25,2,49,3,AndrewYang,2646,19094,3149
2018-08-26,2,16,3,AndrewYang,2648,19110,3152
2018-08-27,12,109,32,AndrewYang,2660,19219,3184
2018-08-28,2,50,5,AndrewYang,2662,19269,3189
2018-08-29,6,37,12,AndrewYang,2668,19306,3201
2018-08-30,0,70,11,AndrewYang,2668,19376,3212
2018-08-31,1,32,16,AndrewYang,2669,19408,3228
2018-09-01,5,69,13,AndrewYang,2674,19477,3241
2018-09-02,4,70,9,AndrewYang,2678,19547,3250
2018-09-03,2,28,12,AndrewYang,2680,19575,3262
2018-09-04,7,7,16,AndrewYang,2687,19582,3278
2018-09-05,3,30,18,AndrewYang,2690,19612,3296
2018-09-06,5,71,25,AndrewYang,2695,19683,3321
2018-09-07,1,29,10,AndrewYang,2696,19712,3331
2018-09-08,5,660,14,AndrewYang,2701,20372,3345
2018-09-09,4,209,8,AndrewYang,2705,20581,3353
2018-09-10,0,75,6,AndrewYang,2705,20656,3359
2018-09-11,2,70,8,AndrewYang,2707,20726,3367
2018-09-12,2,94,6,AndrewYang,2709,20820,3373
2018-09-13,4,37,12,AndrewYang,2713,20857,3385
2018-09-14,1,35,8,AndrewYang,2714,20892,3393
2018-09-15,4,33,25,AndrewYang,2718,20925,3418
2018-09-16,1,34,20,AndrewYang,2719,20959,3438
2018-09-17,4,31,12,AndrewYang,2723,20990,3450
2018-09-18,5,36,9,AndrewYang,2728,21026,3459
2018-09-19,4,49,16,AndrewYang,2732,21075,3475
2018-09-20,8,51,44,AndrewYang,2740,21126,3519
2018-09-21,6,37,24,AndrewYang,2746,21163,3543
2018-09-22,5,50,16,AndrewYang,2751,21213,3559
2018-09-23,2,51,7,AndrewYang,2753,21264,3566
2018-09-24,2,6,16,AndrewYang,2755,21270,3582
2018-09-25,7,40,20,AndrewYang,2762,21310,3602
2018-09-26,0,34,17,AndrewYang,2762,21344,3619
2018-09-27,3,19,8,AndrewYang,2765,21363,3627
2018-09-28,0,8,11,AndrewYang,2765,21371,3638
2018-09-29,0,13,9,AndrewYang,2765,21384,3647
2018-09-30,1,16,4,AndrewYang,2766,21400,3651
2018-10-01,2,11,8,AndrewYang,2768,21411,3659
2018-10-02,1,24,11,AndrewYang,2769,21435,3670
2018-10-03,9,281,28,AndrewYang,2778,21716,3698
2018-10-04,1,64,13,AndrewYang,2779,21780,3711
2018-10-05,3,145,6,AndrewYang,2782,21925,3717
2018-10-06,4,48,16,AndrewYang,2786,21973,3733
2018-10-11,19,299,53,AndrewYang,2805,22272,3786
2018-10-14,10,182,40,AndrewYang,2815,22454,3826
2018-10-15,10,211,19,AndrewYang,2825,22665,3845
2018-10-16,2,49,3,AndrewYang,2827,22714,3848
2018-10-17,0,6,3,AndrewYang,2827,22720,3851
2018-10-18,12,14,0,AndrewYang,2839,22734,3851
2018-10-19,19,20,0,AndrewYang,2858,22754,3851
2018-10-20,84,32,6,AndrewYang,2942,22786,3857
2018-10-21,-96,25,7,AndrewYang,2846,22811,3864
2018-10-22,1,50,20,AndrewYang,2847,22861,3884
2018-10-23,1,34,8,AndrewYang,2848,22895,3892
2018-10-25,8,129,28,AndrewYang,2856,23024,3920
2018-10-26,3,38,27,AndrewYang,2859,23062,3947
2018-10-27,-1,12,1,AndrewYang,2858,23074,3948
2018-10-28,4,21,25,AndrewYang,2862,23095,3973
2018-10-29,2,13,26,AndrewYang,2864,23108,3999
2018-11-02,5,43,17,AndrewYang,2869,23151,4016
2018-11-03,0,-4,2,AndrewYang,2869,23147,4018
2018-11-04,1,27,2,AndrewYang,2870,23174,4020
2018-11-05,-9,45,5,AndrewYang,2861,23219,4025
2018-11-06,5,219,19,AndrewYang,2866,23438,4044
2018-11-07,7,319,10,AndrewYang,2873,23757,4054
2018-11-08,5,182,12,AndrewYang,2878,23939,4066
2018-11-09,5,199,5,AndrewYang,2883,24138,4071
2018-11-11,6,463,30,AndrewYang,2889,24601,4101
2018-11-12,6,94,15,AndrewYang,2895,24695,4116
2018-11-13,3,85,6,AndrewYang,2898,24780,4122
2018-11-14,1,76,12,AndrewYang,2899,24856,4134
2018-11-15,3,42,13,AndrewYang,2902,24898,4147
2018-11-16,6,39,19,AndrewYang,2908,24937,4166
2018-11-17,1,30,12,AndrewYang,2909,24967,4178
2018-11-18,0,24,4,AndrewYang,2909,24991,4182
2018-11-19,0,34,9,AndrewYang,2909,25025,4191
2018-11-20,3,48,14,AndrewYang,2912,25073,4205
2018-11-21,7,70,15,AndrewYang,2919,25143,4220
2018-11-22,2,34,14,AndrewYang,2921,25177,4234
2018-11-23,1,24,5,AndrewYang,2922,25201,4239
2018-11-24,2,20,11,AndrewYang,2924,25221,4250
2018-11-26,5,82,13,AndrewYang,2929,25303,4263
2018-12-01,46,330,59,AndrewYang,2975,25633,4322
2018-12-02,4,17,2,AndrewYang,2979,25650,4324
2018-12-03,5,51,4,AndrewYang,2984,25701,4328
2018-12-04,5,66,10,AndrewYang,2989,25767,4338
2018-12-05,4,69,9,AndrewYang,2993,25836,4347
2018-12-06,13,118,13,AndrewYang,3006,25954,4360
2018-12-07,2,66,13,AndrewYang,3008,26020,4373
2018-12-08,-122,46,11,AndrewYang,2886,26066,4384
2018-12-09,-7,73,6,AndrewYang,2879,26139,4390
2018-12-10,2,65,5,AndrewYang,2881,26204,4395
2018-12-11,7,52,10,AndrewYang,2888,26256,4405
2018-12-12,1,9,4,AndrewYang,2889,26265,4409
2018-12-13,-9,102,16,AndrewYang,2880,26367,4425
2018-12-14,11,134,12,AndrewYang,2891,26501,4437
2018-12-15,2,167,14,AndrewYang,2893,26668,4451
2018-12-16,2,193,13,AndrewYang,2895,26861,4464
2018-12-17,2,106,6,AndrewYang,2897,26967,4470
2018-12-18,11,122,17,AndrewYang,2908,27089,4487
2018-12-19,5,53,15,AndrewYang,2913,27142,4502
2018-12-20,1,36,10,AndrewYang,2914,27178,4512
2018-12-21,14,52,18,AndrewYang,2928,27230,4530
2018-12-22,9,94,11,AndrewYang,2937,27324,4541
2018-12-23,9,113,14,AndrewYang,2946,27437,4555
2018-12-24,1,32,11,AndrewYang,2947,27469,4566
2018-12-25,1,22,7,AndrewYang,2948,27491,4573
2018-12-26,2,78,11,AndrewYang,2950,27569,4584
2018-12-27,5,40,12,AndrewYang,2955,27609,4596
2018-12-28,4,63,16,AndrewYang,2959,27672,4612
2018-12-29,2,66,9,AndrewYang,2961,27738,4621
2018-12-30,1,34,9,AndrewYang,2962,27772,4630
2018-12-31,-1,27,4,AndrewYang,2961,27799,4634
2019-01-01,5,30,7,AndrewYang,2966,27829,4641
2019-01-02,4,62,8,AndrewYang,2970,27891,4649
2019-01-03,7,124,16,AndrewYang,2977,28015,4665
2019-01-04,2,312,6,AndrewYang,2979,28327,4671
2019-01-05,6,115,7,AndrewYang,2985,28442,4678
2019-01-06,2,50,12,AndrewYang,2987,28492,4690
2019-01-07,1,46,7,AndrewYang,2988,28538,4697
2019-01-08,3,51,19,AndrewYang,2991,28589,4716
2019-01-09,5,53,12,AndrewYang,2996,28642,4728
2019-01-10,13,664,24,AndrewYang,3009,29306,4752
2019-01-11,23,1428,27,AndrewYang,3032,30734,4779
2019-01-12,7,753,15,AndrewYang,3039,31487,4794
2019-01-13,3,504,-7,AndrewYang,3042,31991,4787
2019-01-14,3,471,24,AndrewYang,3045,32462,4811
2019-01-15,11,422,18,AndrewYang,3056,32884,4829
2019-01-16,21,330,28,AndrewYang,3077,33214,4857
2019-01-17,9,342,11,AndrewYang,3086,33556,4868
2019-01-18,5,266,15,AndrewYang,3091,33822,4883
2019-01-19,8,234,28,AndrewYang,3099,34056,4911
2019-01-20,4,148,13,AndrewYang,3103,34204,4924
2019-01-21,4,208,9,AndrewYang,3107,34412,4933
2019-01-22,8,443,18,AndrewYang,3115,34855,4951
2019-01-23,12,371,8,AndrewYang,3127,35226,4959
2019-01-24,20,316,17,AndrewYang,3147,35542,4976
2019-01-25,6,228,18,AndrewYang,3153,35770,4994
2019-01-26,6,210,18,AndrewYang,3159,35980,5012
2019-01-27,6,189,16,AndrewYang,3165,36169,5028
2019-01-28,4,268,17,AndrewYang,3169,36437,5045
2019-01-29,15,446,26,AndrewYang,3184,36883,5071
2019-01-30,11,295,16,AndrewYang,3195,37178,5087
2019-01-31,9,197,29,AndrewYang,3204,37375,5116
2019-02-01,7,275,13,AndrewYang,3211,37650,5129
2019-02-02,7,340,23,AndrewYang,3218,37990,5152
2019-02-03,8,142,20,AndrewYang,3226,38132,5172
2019-02-04,7,138,13,AndrewYang,3233,38270,5185
2019-02-05,4,141,14,AndrewYang,3237,38411,5199
2019-02-06,5,156,22,AndrewYang,3242,38567,5221
2019-02-07,-1,142,15,AndrewYang,3241,38709,5236
2019-02-10,11,969,32,AndrewYang,3252,39678,5268
2019-02-11,14,871,13,AndrewYang,3266,40549,5281
2019-02-12,3,360,18,AndrewYang,3269,40909,5299
2019-02-13,3,3316,20,AndrewYang,3272,44225,5319
2019-02-14,27,6205,43,AndrewYang,3299,50430,5362
2019-02-15,7,3649,31,AndrewYang,3306,54079,5393
2019-02-16,19,2550,85,AndrewYang,3325,56629,5478
2019-02-17,38,1975,37,AndrewYang,3363,58604,5515
2019-02-18,17,1791,25,AndrewYang,3380,60395,5540
2019-02-19,20,1741,57,AndrewYang,3400,62136,5597
2019-02-20,56,3105,25,AndrewYang,3456,65241,5622
2019-02-21,11,1994,46,AndrewYang,3467,67235,5668
2019-02-22,13,2447,29,AndrewYang,3480,69682,5697
2019-02-23,16,1396,31,AndrewYang,3496,71078,5728
2019-02-24,4,1568,29,AndrewYang,3500,72646,5757
2019-02-25,9,1873,30,AndrewYang,3509,74519,5787
2019-02-26,17,2111,33,AndrewYang,3526,76630,5820
2019-02-28,22,3145,76,AndrewYang,3548,79775,5896
2019-03-01,11,1500,24,AndrewYang,3559,81275,5920
2019-03-02,10,2024,22,AndrewYang,3569,83299,5942
2019-03-03,32,2502,45,AndrewYang,3601,85801,5987
2019-03-04,6,888,2,AndrewYang,3607,86689,5989
2019-03-05,16,2438,29,AndrewYang,3623,89127,6018
2019-03-06,28,2499,30,AndrewYang,3651,91626,6048
2019-03-07,30,5126,37,AndrewYang,3681,96752,6085
2019-03-08,50,6960,37,AndrewYang,3731,103712,6122
2019-03-09,29,5032,61,AndrewYang,3760,108744,6183
2019-03-10,38,5137,89,AndrewYang,3798,113881,6272
2019-03-11,43,6561,73,AndrewYang,3841,120442,6345
2019-03-12,82,9781,87,AndrewYang,3923,130223,6432
2019-03-13,25,7014,47,AndrewYang,3948,137237,6479
2019-03-14,42,5854,53,AndrewYang,3990,143091,6532
2019-03-15,23,6157,85,AndrewYang,4013,149248,6617
2019-03-16,29,6548,23,AndrewYang,4042,155796,6640
2019-03-17,119,11171,49,AndrewYang,4161,166967,6689
2019-03-18,67,7359,21,AndrewYang,4228,174326,6710
2019-03-19,4,6882,20,AndrewYang,4232,181208,6730
2019-03-20,8,1692,3,AndrewYang,4240,182900,6733
2019-03-21,7,4841,24,AndrewYang,4247,187741,6757
2019-03-22,6,3068,13,AndrewYang,4253,190809,6770
2019-03-23,4,2158,25,AndrewYang,4257,192967,6795
2019-03-24,1,1762,9,AndrewYang,4258,194729,6804
2019-03-25,6,1611,9,AndrewYang,4264,196340,6813
2019-03-26,4,2234,20,AndrewYang,4268,198574,6833
2019-03-27,3,2801,19,AndrewYang,4271,201375,6852
2019-03-28,7,1918,12,AndrewYang,4278,203293,6864
2019-03-29,19,1954,36,AndrewYang,4297,205247,6900
2019-03-30,0,2297,11,AndrewYang,4297,207544,6911
2019-03-31,0,1572,3,AndrewYang,4297,209116,6914
2019-04-01,7,942,13,AndrewYang,4304,210058,6927
2019-04-02,1,921,8,AndrewYang,4305,210979,6935
2019-04-03,3,1186,16,AndrewYang,4308,212165,6951
2019-04-04,8,1496,18,AndrewYang,4316,213661,6969
2019-04-05,3,2032,18,AndrewYang,4319,215693,6987
2019-04-06,1,2086,17,AndrewYang,4320,217779,7004
2019-04-07,5,1782,16,AndrewYang,4325,219561,7020
2019-04-08,-2,3982,14,AndrewYang,4323,223543,7034
2019-04-09,0,2823,12,AndrewYang,4323,226366,7046
2019-04-10,9,2141,18,AndrewYang,4332,228507,7064
2019-04-11,4,2616,32,AndrewYang,4336,231123,7096
2019-04-12,2,2247,19,AndrewYang,4338,233370,7115
2019-04-13,3,2025,25,AndrewYang,4341,235395,7140
2019-04-14,3,1650,25,AndrewYang,4344,237045,7165
2019-04-15,1,2229,35,AndrewYang,4345,239274,7200
2019-04-16,7,2209,53,AndrewYang,4352,241483,7253
2019-04-17,10,1782,22,AndrewYang,4362,243265,7275
2019-04-18,11,1610,22,AndrewYang,4373,244875,7297
2019-04-19,0,1430,24,AndrewYang,4373,246305,7321
2019-04-20,8,974,16,AndrewYang,4381,247279,7337
2019-04-21,0,1104,14,AndrewYang,4381,248383,7351
2019-04-22,3,1108,11,AndrewYang,4384,249491,7362
2019-04-23,3,1320,19,AndrewYang,4387,250811,7381
2019-04-24,4,1167,20,AndrewYang,4391,251978,7401
2019-04-25,10,1100,19,AndrewYang,4401,253078,7420
2019-04-26,1,1416,17,AndrewYang,4402,254494,7437
2019-04-27,5,1017,16,AndrewYang,4407,255511,7453
2019-04-28,5,873,16,AndrewYang,4412,256384,7469
2019-04-29,1,728,18,AndrewYang,4413,257112,7487
2019-04-30,7,567,29,AndrewYang,4420,257679,7516
2019-05-01,6,565,19,AndrewYang,4426,258244,7535
2019-05-02,3,524,20,AndrewYang,4429,258768,7555
2019-05-03,-1,646,13,AndrewYang,4428,259414,7568
2019-05-04,5,665,13,AndrewYang,4433,260079,7581
2019-05-05,5,617,15,AndrewYang,4438,260696,7596
2019-05-06,8,505,19,AndrewYang,4446,261201,7615
2019-05-07,0,492,15,AndrewYang,4446,261693,7630
2019-05-08,1,518,15,AndrewYang,4447,262211,7645
2019-05-09,3,602,19,AndrewYang,4450,262813,7664
2019-05-10,5,1114,14,AndrewYang,4455,263927,7678
2019-05-11,15,1079,17,AndrewYang,4470,265006,7695
2019-05-12,0,775,14,AndrewYang,4470,265781,7709
2019-05-14,12,1593,19,AndrewYang,4482,267374,7728
2019-05-15,6,407,6,AndrewYang,4488,267781,7734
2019-05-16,13,904,14,AndrewYang,4501,268685,7748
2019-05-17,9,1305,29,AndrewYang,4510,269990,7777
2019-05-18,4,986,28,AndrewYang,4514,270976,7805
2019-05-19,10,988,10,AndrewYang,4524,271964,7815
2019-05-20,8,620,12,AndrewYang,4532,272584,7827
2019-05-21,7,803,24,AndrewYang,4539,273387,7851
2019-05-22,6,755,18,AndrewYang,4545,274142,7869
2019-05-23,16,696,32,AndrewYang,4561,274838,7901
2019-05-24,19,1824,26,AndrewYang,4580,276662,7927
2019-05-25,10,1549,21,AndrewYang,4590,278211,7948
2019-05-26,8,1578,15,AndrewYang,4598,279789,7963
2019-05-27,5,1310,6,AndrewYang,4603,281099,7969
2019-05-28,7,956,7,AndrewYang,4610,282055,7976
2019-05-29,10,768,25,AndrewYang,4620,282823,8001
2019-05-30,15,752,30,AndrewYang,4635,283575,8031
2019-05-31,11,918,22,AndrewYang,4646,284493,8053
2019-06-01,7,596,23,AndrewYang,4653,285089,8076
2019-06-02,5,964,15,AndrewYang,4658,286053,8091
2019-06-03,4,1983,10,AndrewYang,4662,288036,8101
2019-06-04,13,1377,13,AndrewYang,4675,289413,8114
2019-06-05,14,822,22,AndrewYang,4689,290235,8136
2019-06-06,11,1059,11,AndrewYang,4700,291294,8147
2019-06-07,7,836,23,AndrewYang,4707,292130,8170
2019-06-08,14,1276,16,AndrewYang,4721,293406,8186
2019-06-09,15,2096,28,AndrewYang,4736,295502,8214
2019-06-10,20,3120,17,AndrewYang,4756,298622,8231
2019-06-11,14,1938,40,AndrewYang,4770,300560,8271
2019-06-12,16,1536,16,AndrewYang,4786,302096,8287
2019-06-13,9,1268,18,AndrewYang,4795,303364,8305
2019-06-14,16,1257,21,AndrewYang,4811,304621,8326
2019-06-15,17,1534,30,AndrewYang,4828,306155,8356
2019-06-16,3,1817,11,AndrewYang,4831,307972,8367
2019-06-17,11,1062,30,AndrewYang,4842,309034,8397
2019-06-18,11,951,12,AndrewYang,4853,309985,8409
2019-06-19,8,1101,36,AndrewYang,4861,311086,8445
2019-06-20,10,1213,14,AndrewYang,4871,312299,8459
2019-06-21,10,989,16,AndrewYang,4881,313288,8475
2019-06-22,8,573,18,AndrewYang,4889,313861,8493
2019-06-23,13,657,17,AndrewYang,4902,314518,8510
2019-06-24,10,956,16,AndrewYang,4912,315474,8526
2019-06-25,4,12925,20,AndrewYang,4916,328399,8546
2019-06-26,44,47500,20,AndrewYang,4960,375899,8566
2019-06-27,38,23566,25,AndrewYang,4998,399465,8591
2019-06-28,11,50249,44,AndrewYang,5009,449714,8635
2019-06-29,6,22808,12,AndrewYang,5015,472522,8647
2019-06-30,3,19969,16,AndrewYang,5018,492491,8663
