Date,Daily Followed Users,Daily Followers Gained,Daily Tweets Posted,Name,Total Followed Users,Total Follower Count,Total Tweets Posted
2018-07-24,1,-36,1,TulsiGabbard,3287,181917,7877
2018-07-25,0,5,4,TulsiGabbard,3287,181922,7881
2018-07-26,-1,-2,-1,TulsiGabbard,3286,181920,7880
2018-07-27,0,-37,0,TulsiGabbard,3286,181883,7880
2018-07-28,0,-28,1,TulsiGabbard,3286,181855,7881
2018-07-29,0,-9,1,TulsiGabbard,3286,181846,7882
2018-07-30,4,-31,4,TulsiGabbard,3290,181815,7886
2018-07-31,0,-9,-5,TulsiGabbard,3290,181806,7881
2018-08-01,0,-14,0,TulsiGabbard,3290,181792,7881
2018-08-02,0,-18,4,TulsiGabbard,3290,181774,7885
2018-08-03,0,-27,2,TulsiGabbard,3290,181747,7887
2018-08-04,0,3,4,TulsiGabbard,3290,181750,7891
2018-08-05,0,-3,2,TulsiGabbard,3290,181747,7893
2018-08-06,-2,-6,0,TulsiGabbard,3288,181741,7893
2018-08-07,0,-43,5,TulsiGabbard,3288,181698,7898
2018-08-08,0,-56,7,TulsiGabbard,3288,181642,7905
2018-08-09,1,-12,-5,TulsiGabbard,3289,181630,7900
2018-08-10,0,42,7,TulsiGabbard,3289,181672,7907
2018-08-11,0,-43,10,TulsiGabbard,3289,181629,7917
2018-08-12,0,49,2,TulsiGabbard,3289,181678,7919
2018-08-13,0,182,3,TulsiGabbard,3289,181860,7922
2018-08-14,0,136,2,TulsiGabbard,3289,181996,7924
2018-08-15,-1,27,3,TulsiGabbard,3288,182023,7927
2018-08-16,1,-57,1,TulsiGabbard,3289,181966,7928
2018-08-17,0,-7,1,TulsiGabbard,3289,181959,7929
2018-08-18,0,-12,2,TulsiGabbard,3289,181947,7931
2018-08-19,-2,8,2,TulsiGabbard,3287,181955,7933
2018-08-20,0,-3,4,TulsiGabbard,3287,181952,7937
2018-08-21,0,11,0,TulsiGabbard,3287,181963,7937
2018-08-22,-2,18,8,TulsiGabbard,3285,181981,7945
2018-08-23,1,13,8,TulsiGabbard,3286,181994,7953
2018-08-24,0,-3,1,TulsiGabbard,3286,181991,7954
2018-08-25,0,-10,10,TulsiGabbard,3286,181981,7964
2018-08-26,0,-6,0,TulsiGabbard,3286,181975,7964
2018-08-27,-1,-32,5,TulsiGabbard,3285,181943,7969
2018-08-28,0,-9,0,TulsiGabbard,3285,181934,7969
2018-08-29,-1,-4,5,TulsiGabbard,3284,181930,7974
2018-08-30,0,38,3,TulsiGabbard,3284,181968,7977
2018-08-31,0,41,6,TulsiGabbard,3284,182009,7983
2018-09-01,3,16,0,TulsiGabbard,3287,182025,7983
2018-09-02,0,32,0,TulsiGabbard,3287,182057,7983
2018-09-03,0,9,1,TulsiGabbard,3287,182066,7984
2018-09-04,1,-14,0,TulsiGabbard,3288,182052,7984
2018-09-05,-1,-19,3,TulsiGabbard,3287,182033,7987
2018-09-06,1,40,7,TulsiGabbard,3288,182073,7994
2018-09-07,-1,8,1,TulsiGabbard,3287,182081,7995
2018-09-08,-2,16,4,TulsiGabbard,3285,182097,7999
2018-09-09,-1,7,0,TulsiGabbard,3284,182104,7999
2018-09-10,0,34,1,TulsiGabbard,3284,182138,8000
2018-09-11,0,1767,2,TulsiGabbard,3284,183905,8002
2018-09-12,0,478,0,TulsiGabbard,3284,184383,8002
2018-09-13,1,1152,3,TulsiGabbard,3285,185535,8005
2018-09-14,0,935,2,TulsiGabbard,3285,186470,8007
2018-09-15,1,314,0,TulsiGabbard,3286,186784,8007
2018-09-16,-1,59,0,TulsiGabbard,3285,186843,8007
2018-09-17,1,228,0,TulsiGabbard,3286,187071,8007
2018-09-18,0,135,1,TulsiGabbard,3286,187206,8008
2018-09-19,-1,195,3,TulsiGabbard,3285,187401,8011
2018-09-20,-1,134,3,TulsiGabbard,3284,187535,8014
2018-09-21,0,153,2,TulsiGabbard,3284,187688,8016
2018-09-22,1,106,3,TulsiGabbard,3285,187794,8019
2018-09-23,0,26,0,TulsiGabbard,3285,187820,8019
2018-09-24,0,163,1,TulsiGabbard,3285,187983,8020
2018-09-25,0,154,0,TulsiGabbard,3285,188137,8020
2018-09-26,0,65,5,TulsiGabbard,3285,188202,8025
2018-09-27,0,77,0,TulsiGabbard,3285,188279,8025
2018-09-28,0,24,4,TulsiGabbard,3285,188303,8029
2018-09-29,-1,18,3,TulsiGabbard,3284,188321,8032
2018-09-30,1,16,2,TulsiGabbard,3285,188337,8034
2018-10-01,1,26,5,TulsiGabbard,3286,188363,8039
2018-10-02,0,-10,2,TulsiGabbard,3286,188353,8041
2018-10-03,-1,55,3,TulsiGabbard,3285,188408,8044
2018-10-04,1,45,2,TulsiGabbard,3286,188453,8046
2018-10-05,0,33,2,TulsiGabbard,3286,188486,8048
2018-10-06,1,38,0,TulsiGabbard,3287,188524,8048
2018-10-07,0,0,2,TulsiGabbard,3287,188524,8050
2018-10-08,0,31,2,TulsiGabbard,3287,188555,8052
2018-10-09,-1,10,5,TulsiGabbard,3286,188565,8057
2018-10-10,0,0,0,TulsiGabbard,3286,188565,8057
2018-10-11,0,127,7,TulsiGabbard,3286,188692,8064
2018-10-12,-1,36,3,TulsiGabbard,3285,188728,8067
2018-10-13,1,15,1,TulsiGabbard,3286,188743,8068
2018-10-14,0,69,4,TulsiGabbard,3286,188812,8072
2018-10-15,-1,63,0,TulsiGabbard,3285,188875,8072
2018-10-16,2,63,4,TulsiGabbard,3287,188938,8076
2018-10-17,7,36,2,TulsiGabbard,3294,188974,8078
2018-10-18,-1,171,2,TulsiGabbard,3293,189145,8080
2018-10-19,1,102,2,TulsiGabbard,3294,189247,8082
2018-10-20,0,272,0,TulsiGabbard,3294,189519,8082
2018-10-21,1,217,1,TulsiGabbard,3295,189736,8083
2018-10-22,0,44,2,TulsiGabbard,3295,189780,8085
2018-10-23,0,15,0,TulsiGabbard,3295,189795,8085
2018-10-24,1,69,0,TulsiGabbard,3296,189864,8085
2018-10-25,0,256,4,TulsiGabbard,3296,190120,8089
2018-10-26,0,140,3,TulsiGabbard,3296,190260,8092
2018-10-27,0,51,1,TulsiGabbard,3296,190311,8093
2018-10-28,1,4,2,TulsiGabbard,3297,190315,8095
2018-10-29,1,73,2,TulsiGabbard,3298,190388,8097
2018-10-30,1,52,1,TulsiGabbard,3299,190440,8098
2018-10-31,0,23,0,TulsiGabbard,3299,190463,8098
2018-11-01,0,86,0,TulsiGabbard,3299,190549,8098
2018-11-02,2,1,2,TulsiGabbard,3301,190550,8100
2018-11-03,0,35,2,TulsiGabbard,3301,190585,8102
2018-11-04,0,19,1,TulsiGabbard,3301,190604,8103
2018-11-05,0,1,2,TulsiGabbard,3301,190605,8105
2018-11-06,0,38,3,TulsiGabbard,3301,190643,8108
2018-11-07,2,166,1,TulsiGabbard,3303,190809,8109
2018-11-08,0,108,4,TulsiGabbard,3303,190917,8113
2018-11-09,0,-7,0,TulsiGabbard,3303,190910,8113
2018-11-10,-1,89,2,TulsiGabbard,3302,190999,8115
2018-11-11,0,63,1,TulsiGabbard,3302,191062,8116
2018-11-12,1,131,2,TulsiGabbard,3303,191193,8118
2018-11-13,-2,210,0,TulsiGabbard,3301,191403,8118
2018-11-14,1,178,1,TulsiGabbard,3302,191581,8119
2018-11-15,1,213,1,TulsiGabbard,3303,191794,8120
2018-11-16,1,73,0,TulsiGabbard,3304,191867,8120
2018-11-17,0,38,0,TulsiGabbard,3304,191905,8120
2018-11-18,0,40,0,TulsiGabbard,3304,191945,8120
2018-11-19,1,42,0,TulsiGabbard,3305,191987,8120
2018-11-20,0,10,-1,TulsiGabbard,3305,191997,8119
2018-11-21,0,7472,1,TulsiGabbard,3305,199469,8120
2018-11-22,4,10413,2,TulsiGabbard,3309,209882,8122
2018-11-23,2,2205,2,TulsiGabbard,3311,212087,8124
2018-11-24,-1,924,0,TulsiGabbard,3310,213011,8124
2018-11-25,1,239,0,TulsiGabbard,3311,213250,8124
2018-11-26,0,371,6,TulsiGabbard,3311,213621,8130
2018-11-27,0,158,0,TulsiGabbard,3311,213779,8130
2018-11-28,0,45,1,TulsiGabbard,3311,213824,8131
2018-12-01,1,209,3,TulsiGabbard,3312,214033,8134
2018-12-02,1,42,0,TulsiGabbard,3313,214075,8134
2018-12-03,-1,99,1,TulsiGabbard,3312,214174,8135
2018-12-04,0,92,0,TulsiGabbard,3312,214266,8135
2018-12-05,0,76,0,TulsiGabbard,3312,214342,8135
2018-12-06,-1,44,0,TulsiGabbard,3311,214386,8135
2018-12-07,0,47,0,TulsiGabbard,3311,214433,8135
2018-12-08,1,46,-1,TulsiGabbard,3312,214479,8134
2018-12-09,0,15,7,TulsiGabbard,3312,214494,8141
2018-12-10,1,-23,2,TulsiGabbard,3313,214471,8143
2018-12-11,-1,-2,0,TulsiGabbard,3312,214469,8143
2018-12-12,0,7,0,TulsiGabbard,3312,214476,8143
2018-12-13,-1,616,1,TulsiGabbard,3311,215092,8144
2018-12-14,1,315,1,TulsiGabbard,3312,215407,8145
2018-12-15,0,60,0,TulsiGabbard,3312,215467,8145
2018-12-16,-1,30,0,TulsiGabbard,3311,215497,8145
2018-12-17,0,10,0,TulsiGabbard,3311,215507,8145
2018-12-18,0,141,0,TulsiGabbard,3311,215648,8145
2018-12-19,0,51,0,TulsiGabbard,3311,215699,8145
2018-12-20,0,34,0,TulsiGabbard,3311,215733,8145
2018-12-21,0,79,3,TulsiGabbard,3311,215812,8148
2018-12-22,0,395,4,TulsiGabbard,3311,216207,8152
2018-12-23,1,146,1,TulsiGabbard,3312,216353,8153
2018-12-24,0,72,0,TulsiGabbard,3312,216425,8153
2018-12-25,-1,16,2,TulsiGabbard,3311,216441,8155
2018-12-26,0,27,0,TulsiGabbard,3311,216468,8155
2018-12-27,0,10,0,TulsiGabbard,3311,216478,8155
2018-12-28,0,13,0,TulsiGabbard,3311,216491,8155
2018-12-29,0,20,0,TulsiGabbard,3311,216511,8155
2018-12-30,0,-7,0,TulsiGabbard,3311,216504,8155
2018-12-31,1,-24,0,TulsiGabbard,3312,216480,8155
2019-01-01,0,110,0,TulsiGabbard,3312,216590,8155
2019-01-02,0,73,2,TulsiGabbard,3312,216663,8157
2019-01-03,-1,76,0,TulsiGabbard,3311,216739,8157
2019-01-04,0,192,4,TulsiGabbard,3311,216931,8161
2019-01-05,-1,338,4,TulsiGabbard,3310,217269,8165
2019-01-06,1,276,1,TulsiGabbard,3311,217545,8166
2019-01-07,0,130,1,TulsiGabbard,3311,217675,8167
2019-01-08,0,92,0,TulsiGabbard,3311,217767,8167
2019-01-09,0,65,2,TulsiGabbard,3311,217832,8169
2019-01-10,0,388,4,TulsiGabbard,3311,218220,8173
2019-01-11,0,276,5,TulsiGabbard,3311,218496,8178
2019-01-12,0,6911,7,TulsiGabbard,3311,225407,8185
2019-01-13,0,8338,0,TulsiGabbard,3311,233745,8185
2019-01-14,-1,3018,6,TulsiGabbard,3310,236763,8191
2019-01-15,0,1531,-1,TulsiGabbard,3310,238294,8190
2019-01-16,0,761,6,TulsiGabbard,3310,239055,8196
2019-01-17,0,557,6,TulsiGabbard,3310,239612,8202
2019-01-18,0,829,18,TulsiGabbard,3310,240441,8220
2019-01-19,-1,497,0,TulsiGabbard,3309,240938,8220
2019-01-20,0,293,0,TulsiGabbard,3309,241231,8220
2019-01-21,0,478,3,TulsiGabbard,3309,241709,8223
2019-01-22,0,858,5,TulsiGabbard,3309,242567,8228
2019-01-23,0,445,2,TulsiGabbard,3309,243012,8230
2019-01-24,2,391,2,TulsiGabbard,3311,243403,8232
2019-01-25,6,2777,9,TulsiGabbard,3317,246180,8241
2019-01-26,-2,1506,8,TulsiGabbard,3315,247686,8249
2019-01-27,0,619,2,TulsiGabbard,3315,248305,8251
2019-01-28,0,678,3,TulsiGabbard,3315,248983,8254
2019-01-29,5,1293,10,TulsiGabbard,3320,250276,8264
2019-01-30,3,857,5,TulsiGabbard,3323,251133,8269
2019-01-31,0,544,5,TulsiGabbard,3323,251677,8274
2019-02-01,0,493,4,TulsiGabbard,3323,252170,8278
2019-02-02,1,441,5,TulsiGabbard,3324,252611,8283
2019-02-03,-2,1095,16,TulsiGabbard,3322,253706,8299
2019-02-04,3,2617,7,TulsiGabbard,3325,256323,8306
2019-02-05,0,3023,6,TulsiGabbard,3325,259346,8312
2019-02-06,1,3618,21,TulsiGabbard,3326,262964,8333
2019-02-07,0,2965,10,TulsiGabbard,3326,265929,8343
2019-02-10,-2,4116,36,TulsiGabbard,3324,270045,8379
2019-02-11,1,1450,13,TulsiGabbard,3325,271495,8392
2019-02-12,0,1174,8,TulsiGabbard,3325,272669,8400
2019-02-13,1,851,5,TulsiGabbard,3326,273520,8405
2019-02-14,0,1145,4,TulsiGabbard,3326,274665,8409
2019-02-15,1,1116,10,TulsiGabbard,3327,275781,8419
2019-02-16,1,1769,10,TulsiGabbard,3328,277550,8429
2019-02-17,0,621,12,TulsiGabbard,3328,278171,8441
2019-02-18,0,584,7,TulsiGabbard,3328,278755,8448
2019-02-19,0,549,11,TulsiGabbard,3328,279304,8459
2019-02-20,0,977,5,TulsiGabbard,3328,280281,8464
2019-02-21,0,1274,10,TulsiGabbard,3328,281555,8474
2019-02-22,2,1020,7,TulsiGabbard,3330,282575,8481
2019-02-23,0,982,5,TulsiGabbard,3330,283557,8486
2019-02-24,2,1062,5,TulsiGabbard,3332,284619,8491
2019-02-25,0,899,4,TulsiGabbard,3332,285518,8495
2019-02-26,1,1325,5,TulsiGabbard,3333,286843,8500
2019-02-27,1,1301,6,TulsiGabbard,3334,288144,8506
2019-02-28,-1,456,6,TulsiGabbard,3333,288600,8512
2019-03-01,-1,807,5,TulsiGabbard,3332,289407,8517
2019-03-02,0,1826,8,TulsiGabbard,3332,291233,8525
2019-03-03,0,2190,6,TulsiGabbard,3332,293423,8531
2019-03-04,0,526,6,TulsiGabbard,3332,293949,8537
2019-03-05,-2,349,5,TulsiGabbard,3330,294298,8542
2019-03-06,0,366,1,TulsiGabbard,3330,294664,8543
2019-03-07,0,416,4,TulsiGabbard,3330,295080,8547
2019-03-08,-5,742,6,TulsiGabbard,3325,295822,8553
2019-03-09,0,676,4,TulsiGabbard,3325,296498,8557
2019-03-10,-1,927,6,TulsiGabbard,3324,297425,8563
2019-03-11,0,1542,5,TulsiGabbard,3324,298967,8568
2019-03-12,0,1267,3,TulsiGabbard,3324,300234,8571
2019-03-13,0,1103,6,TulsiGabbard,3324,301337,8577
2019-03-14,-1,1301,5,TulsiGabbard,3323,302638,8582
2019-03-15,1,1472,4,TulsiGabbard,3324,304110,8586
2019-03-16,0,963,3,TulsiGabbard,3324,305073,8589
2019-03-17,0,1933,10,TulsiGabbard,3324,307006,8599
2019-03-18,0,613,0,TulsiGabbard,3324,307619,8599
2019-03-19,0,1193,2,TulsiGabbard,3324,308812,8601
2019-03-20,0,791,4,TulsiGabbard,3324,309603,8605
2019-03-21,-2,836,4,TulsiGabbard,3322,310439,8609
2019-03-22,2,686,4,TulsiGabbard,3324,311125,8613
2019-03-23,0,470,7,TulsiGabbard,3324,311595,8620
2019-03-24,0,522,5,TulsiGabbard,3324,312117,8625
2019-03-25,1,587,4,TulsiGabbard,3325,312704,8629
2019-03-26,0,604,9,TulsiGabbard,3325,313308,8638
2019-03-27,0,567,7,TulsiGabbard,3325,313875,8645
2019-03-28,-1,405,4,TulsiGabbard,3324,314280,8649
2019-03-29,0,936,5,TulsiGabbard,3324,315216,8654
2019-03-30,-1,2743,7,TulsiGabbard,3323,317959,8661
2019-03-31,0,1204,5,TulsiGabbard,3323,319163,8666
2019-04-01,0,480,6,TulsiGabbard,3323,319643,8672
2019-04-02,0,600,2,TulsiGabbard,3323,320243,8674
2019-04-03,0,525,5,TulsiGabbard,3323,320768,8679
2019-04-04,0,418,8,TulsiGabbard,3323,321186,8687
2019-04-05,-1,515,7,TulsiGabbard,3322,321701,8694
2019-04-06,0,356,2,TulsiGabbard,3322,322057,8696
2019-04-07,1,500,4,TulsiGabbard,3323,322557,8700
2019-04-08,1,361,5,TulsiGabbard,3324,322918,8705
2019-04-09,-1,346,4,TulsiGabbard,3323,323264,8709
2019-04-10,0,766,1,TulsiGabbard,3323,324030,8710
2019-04-11,0,898,2,TulsiGabbard,3323,324928,8712
2019-04-12,2,2695,4,TulsiGabbard,3325,327623,8716
2019-04-13,0,2186,3,TulsiGabbard,3325,329809,8719
2019-04-14,0,895,1,TulsiGabbard,3325,330704,8720
2019-04-15,1,497,4,TulsiGabbard,3326,331201,8724
2019-04-16,1,713,5,TulsiGabbard,3327,331914,8729
2019-04-17,0,814,1,TulsiGabbard,3327,332728,8730
2019-04-18,0,854,2,TulsiGabbard,3327,333582,8732
2019-04-19,0,533,2,TulsiGabbard,3327,334115,8734
2019-04-20,0,350,3,TulsiGabbard,3327,334465,8737
2019-04-21,0,568,4,TulsiGabbard,3327,335033,8741
2019-04-22,-1,543,3,TulsiGabbard,3326,335576,8744
2019-04-23,0,434,2,TulsiGabbard,3326,336010,8746
2019-04-24,0,433,3,TulsiGabbard,3326,336443,8749
2019-04-25,1,1334,2,TulsiGabbard,3327,337777,8751
2019-04-26,2,1024,3,TulsiGabbard,3329,338801,8754
2019-04-27,0,973,3,TulsiGabbard,3329,339774,8757
2019-04-28,0,914,4,TulsiGabbard,3329,340688,8761
2019-04-29,2,478,3,TulsiGabbard,3331,341166,8764
2019-04-30,0,511,1,TulsiGabbard,3331,341677,8765
2019-05-01,1,539,3,TulsiGabbard,3332,342216,8768
2019-05-02,1,661,2,TulsiGabbard,3333,342877,8770
2019-05-03,0,778,4,TulsiGabbard,3333,343655,8774
2019-05-04,3,677,6,TulsiGabbard,3336,344332,8780
2019-05-05,0,689,3,TulsiGabbard,3336,345021,8783
2019-05-06,0,685,2,TulsiGabbard,3336,345706,8785
2019-05-07,0,743,2,TulsiGabbard,3336,346449,8787
2019-05-08,0,507,2,TulsiGabbard,3336,346956,8789
2019-05-09,-2,446,1,TulsiGabbard,3334,347402,8790
2019-05-10,1,575,1,TulsiGabbard,3335,347977,8791
2019-05-11,0,778,2,TulsiGabbard,3335,348755,8793
2019-05-12,-1,477,-2,TulsiGabbard,3334,349232,8791
2019-05-14,0,2592,8,TulsiGabbard,3334,351824,8799
2019-05-15,0,2395,0,TulsiGabbard,3334,354219,8799
2019-05-16,0,2576,-1,TulsiGabbard,3334,356795,8798
2019-05-17,1,1786,9,TulsiGabbard,3335,358581,8807
2019-05-18,4,1121,1,TulsiGabbard,3339,359702,8808
2019-05-19,2,804,2,TulsiGabbard,3341,360506,8810
2019-05-20,0,823,2,TulsiGabbard,3341,361329,8812
2019-05-21,0,744,1,TulsiGabbard,3341,362073,8813
2019-05-22,0,955,2,TulsiGabbard,3341,363028,8815
2019-05-23,-1,671,3,TulsiGabbard,3340,363699,8818
2019-05-24,0,816,2,TulsiGabbard,3340,364515,8820
2019-05-25,0,749,2,TulsiGabbard,3340,365264,8822
2019-05-26,2,458,2,TulsiGabbard,3342,365722,8824
2019-05-27,0,414,2,TulsiGabbard,3342,366136,8826
2019-05-28,1,358,3,TulsiGabbard,3343,366494,8829
2019-05-29,1,344,3,TulsiGabbard,3344,366838,8832
2019-05-30,-2,441,3,TulsiGabbard,3342,367279,8835
2019-05-31,0,1194,1,TulsiGabbard,3342,368473,8836
2019-06-01,0,505,4,TulsiGabbard,3342,368978,8840
2019-06-02,0,445,5,TulsiGabbard,3342,369423,8845
2019-06-03,0,443,3,TulsiGabbard,3342,369866,8848
2019-06-04,-1,814,4,TulsiGabbard,3341,370680,8852
2019-06-05,0,616,3,TulsiGabbard,3341,371296,8855
2019-06-06,2,660,2,TulsiGabbard,3343,371956,8857
2019-06-07,-1,577,1,TulsiGabbard,3342,372533,8858
2019-06-08,1,293,4,TulsiGabbard,3343,372826,8862
2019-06-09,0,397,6,TulsiGabbard,3343,373223,8868
2019-06-10,-1,632,1,TulsiGabbard,3342,373855,8869
2019-06-11,-1,542,1,TulsiGabbard,3341,374397,8870
2019-06-12,0,376,2,TulsiGabbard,3341,374773,8872
2019-06-13,1,522,7,TulsiGabbard,3342,375295,8879
2019-06-14,0,589,3,TulsiGabbard,3342,375884,8882
2019-06-15,-1,638,6,TulsiGabbard,3341,376522,8888
2019-06-16,0,457,2,TulsiGabbard,3341,376979,8890
2019-06-17,0,511,5,TulsiGabbard,3341,377490,8895
2019-06-18,0,175,1,TulsiGabbard,3341,377665,8896
2019-06-19,0,400,2,TulsiGabbard,3341,378065,8898
2019-06-20,1,329,4,TulsiGabbard,3342,378394,8902
2019-06-21,1,466,4,TulsiGabbard,3343,378860,8906
2019-06-22,0,586,5,TulsiGabbard,3343,379446,8911
2019-06-23,1,537,3,TulsiGabbard,3344,379983,8914
2019-06-24,0,310,2,TulsiGabbard,3344,380293,8916
2019-06-25,0,298,3,TulsiGabbard,3344,380591,8919
2019-06-26,0,548,1,TulsiGabbard,3344,381139,8920
2019-06-27,1,13052,18,TulsiGabbard,3345,394191,8938
2019-06-28,0,13234,4,TulsiGabbard,3345,407425,8942
2019-06-29,0,6286,3,TulsiGabbard,3345,413711,8945
2019-06-30,0,4132,3,TulsiGabbard,3345,417843,8948
2019-07-01,0,3135,2,TulsiGabbard,3345,420978,8950
2019-07-02,2,1850,2,TulsiGabbard,3347,422828,8952
2019-07-03,0,1300,1,TulsiGabbard,3347,424128,8953
2019-07-04,-1,824,6,TulsiGabbard,3346,424952,8959
2019-07-05,-1,271,7,TulsiGabbard,3345,425223,8966
2019-07-06,0,651,2,TulsiGabbard,3345,425874,8968
2019-07-07,0,490,1,TulsiGabbard,3345,426364,8969
2019-07-08,0,486,4,TulsiGabbard,3345,426850,8973
2019-07-09,0,781,4,TulsiGabbard,3345,427631,8977
2019-07-10,0,596,5,TulsiGabbard,3345,428227,8982
2019-07-11,0,973,5,TulsiGabbard,3345,429200,8987
2019-07-12,0,855,2,TulsiGabbard,3345,430055,8989
2019-07-13,0,552,1,TulsiGabbard,3345,430607,8990
2019-07-14,0,478,1,TulsiGabbard,3345,431085,8991
2019-07-15,1,515,2,TulsiGabbard,3346,431600,8993
2019-07-16,0,429,10,TulsiGabbard,3346,432029,9003
2019-07-17,0,483,0,TulsiGabbard,3346,432512,9003
2019-07-18,0,367,3,TulsiGabbard,3346,432879,9006
2019-07-19,1,563,4,TulsiGabbard,3347,433442,9010
2019-07-20,1,855,12,TulsiGabbard,3348,434297,9022
2019-07-21,0,815,3,TulsiGabbard,3348,435112,9025
2019-07-22,0,391,2,TulsiGabbard,3348,435503,9027
2019-07-23,-1,745,2,TulsiGabbard,3347,436248,9029
2019-07-24,-1,1076,4,TulsiGabbard,3346,437324,9033
2019-07-25,0,451,2,TulsiGabbard,3346,437775,9035
2019-07-26,-1,1899,4,TulsiGabbard,3345,439674,9039
2019-07-27,-1,999,1,TulsiGabbard,3344,440673,9040
2019-07-28,-1,287,4,TulsiGabbard,3343,440960,9044
2019-07-29,-2,955,3,TulsiGabbard,3341,441915,9047
2019-07-30,0,988,2,TulsiGabbard,3341,442903,9049
2019-07-31,2,2210,1,TulsiGabbard,3343,445113,9050
2019-08-01,0,21629,24,TulsiGabbard,3343,466742,9074
2019-08-02,2,31876,8,TulsiGabbard,3345,498618,9082
2019-08-03,2,9020,4,TulsiGabbard,3347,507638,9086
2019-08-04,5,4267,3,TulsiGabbard,3352,511905,9089
2019-08-05,0,2963,8,TulsiGabbard,3352,514868,9097
2019-08-06,0,2115,0,TulsiGabbard,3352,516983,9097
2019-08-07,1,2977,2,TulsiGabbard,3353,519960,9099
2019-08-08,-1,2366,1,TulsiGabbard,3352,522326,9100
2019-08-09,0,2288,4,TulsiGabbard,3352,524614,9104
2019-08-10,2,1428,6,TulsiGabbard,3354,526042,9110
2019-08-11,0,1346,2,TulsiGabbard,3354,527388,9112
2019-08-12,0,1334,4,TulsiGabbard,3354,528722,9116
2019-08-13,0,1290,1,TulsiGabbard,3354,530012,9117
2019-08-14,-1,1273,2,TulsiGabbard,3353,531285,9119
2016-06-22,1,8700,12,BernieSanders,1491,2630146,8855
2016-06-23,0,8300,17,BernieSanders,1491,2638446,8872
2016-06-24,0,9113,11,BernieSanders,1491,2647559,8883
2016-06-25,0,8067,5,BernieSanders,1491,2655626,8888
2016-06-26,0,7116,10,BernieSanders,1491,2662742,8898
2016-06-27,0,7752,7,BernieSanders,1491,2670494,8905
2016-06-28,0,8143,13,BernieSanders,1491,2678637,8918
2016-06-29,0,4552,4,BernieSanders,1491,2683189,8922
2016-06-30,0,11669,11,BernieSanders,1491,2694858,8933
2016-07-01,-1,7364,9,BernieSanders,1490,2702222,8942
2016-07-02,0,6156,8,BernieSanders,1490,2708378,8950
2016-07-03,0,6792,9,BernieSanders,1490,2715170,8959
2016-07-04,0,8090,5,BernieSanders,1490,2723260,8964
2016-07-05,0,9228,18,BernieSanders,1490,2732488,8982
2016-07-06,1,7050,12,BernieSanders,1491,2739538,8994
2016-07-07,-2,11076,14,BernieSanders,1489,2750614,9008
2016-07-08,0,12096,9,BernieSanders,1489,2762710,9017
2016-07-09,0,7094,14,BernieSanders,1489,2769804,9031
2016-07-10,0,6566,10,BernieSanders,1489,2776370,9041
2016-07-11,0,6509,6,BernieSanders,1489,2782879,9047
2016-07-12,1,8907,15,BernieSanders,1490,2791786,9062
2016-07-13,0,5715,11,BernieSanders,1490,2797501,9073
2016-07-14,0,7841,8,BernieSanders,1490,2805342,9081
2016-07-15,0,7637,5,BernieSanders,1490,2812979,9086
2016-07-16,0,7470,6,BernieSanders,1490,2820449,9092
2016-07-17,0,7495,3,BernieSanders,1490,2827944,9095
2016-07-18,0,-370,6,BernieSanders,1490,2827574,9101
2016-07-19,0,13709,7,BernieSanders,1490,2841283,9108
2016-07-20,0,15017,8,BernieSanders,1490,2856300,9116
2016-07-21,0,10884,7,BernieSanders,1490,2867184,9123
2016-07-22,1,38590,27,BernieSanders,1491,2905774,9150
2016-07-23,0,14355,5,BernieSanders,1491,2920129,9155
2016-07-24,-1,14784,7,BernieSanders,1490,2934913,9162
2016-07-25,0,19825,7,BernieSanders,1490,2954738,9169
2016-07-26,0,56273,21,BernieSanders,1490,3011011,9190
2016-07-27,1,23056,6,BernieSanders,1491,3034067,9196
2016-07-28,0,27668,4,BernieSanders,1491,3061735,9200
2016-07-29,0,33875,4,BernieSanders,1491,3095610,9204
2016-07-30,0,13602,4,BernieSanders,1491,3109212,9208
2016-07-31,0,13310,6,BernieSanders,1491,3122522,9214
2016-08-01,0,12925,6,BernieSanders,1491,3135447,9220
2016-08-02,1,8587,6,BernieSanders,1492,3144034,9226
2016-08-03,0,6972,6,BernieSanders,1492,3151006,9232
2016-08-04,1,6080,6,BernieSanders,1493,3157086,9238
2016-08-05,-1,5774,5,BernieSanders,1492,3162860,9243
2016-08-06,0,6954,8,BernieSanders,1492,3169814,9251
2016-08-07,0,6992,6,BernieSanders,1492,3176806,9257
2016-08-08,-1,6711,3,BernieSanders,1491,3183517,9260
2016-08-09,1,7287,11,BernieSanders,1492,3190804,9271
2016-08-10,0,7419,11,BernieSanders,1492,3198223,9282
2016-08-11,1,9368,9,BernieSanders,1493,3207591,9291
2016-08-12,0,9053,20,BernieSanders,1493,3216644,9311
2016-08-13,0,8240,8,BernieSanders,1493,3224884,9319
2016-08-14,0,7853,7,BernieSanders,1493,3232737,9326
2016-08-15,0,7929,8,BernieSanders,1493,3240666,9334
2016-08-16,0,6752,14,BernieSanders,1493,3247418,9348
2016-08-17,-1,5484,5,BernieSanders,1492,3252902,9353
2016-08-18,-1,5392,7,BernieSanders,1491,3258294,9360
2016-08-19,0,5010,4,BernieSanders,1491,3263304,9364
2016-08-20,-1,4647,5,BernieSanders,1490,3267951,9369
2016-08-21,0,4307,8,BernieSanders,1490,3272258,9377
